,ac_year,statname,area_sqkm,tot_population,urban_population,grwoth_rate,sexratio,sc_population,st_population,literacy_rate,male_literacy_rate,female_literacy_rate,statname,ac_year,distcd,blkcd,villages,clusters,schools,sch_1,sch_2,sch_3,sch_4,sch_5,sch_6,sch_7,sch_r_1,sch_r_2,sch_r_3,sch_r_4,sch_r_5,sch_r_6,sch_r_7,sch_u_1,sch_u_2,sch_u_3,sch_u_4,sch_u_5,sch_u_6,sch_u_7,enr_1,enr_2,enr_3,enr_4,enr_5,enr_6,enr_7,enr_all,enr_r_1,enr_r_2,enr_r_3,enr_r_4,enr_r_5,enr_r_6,enr_r_7,enr_r_all,enr_u_1,enr_u_2,enr_u_3,enr_u_4,enr_u_5,enr_u_6,enr_u_7,enr_u_all,tch_1,tch_2,tch_3,tch_4,tch_5,tch_6,tch_7,tch_all,tch_r_1,tch_r_2,tch_r_3,tch_r_4,tch_r_5,tch_r_6,tch_r_7,tch_r_all,tch_u_1,tch_u_2,tch_u_3,tch_u_4,tch_u_5,tch_u_6,tch_u_7,tch_u_all,sing_cls_sch_1,sing_cls_sch_2,sing_cls_sch_3,sing_cls_sch_4,sing_cls_sch_5,sing_cls_sch_6,sing_cls_sch_7,sing_cls_sch_all,sing_tch_sch_1,sing_tch_sch_2,sing_tch_sch_3,sing_tch_sch_4,sing_tch_sch_5,sing_tch_sch_6,sing_tch_sch_7,sing_tch_sch_all,bldg_1,bldg_2,bldg_3,bldg_4,bldg_5,bldg_6,bldg_7,bldg_all,girls_toilet_1,girls_toilet_2,girls_toilet_3,girls_toilet_4,girls_toilet_5,girls_toilet_6,girls_toilet_7,girls_toilet_all,boys_toilet_1,boys_toilet_2,boys_toilet_3,boys_toilet_4,boys_toilet_5,boys_toilet_6,boys_toilet_7,boys_toilet_all,gsch_1,gsch_2,gsch_3,gsch_4,gsch_5,gsch_6,gsch_7,gsch_all,bsch_1,bsch_2,bsch_3,bsch_4,bsch_5,bsch_6,bsch_7,bsch_all,co_sch1,co_sch2,co_sch3,co_sch4,co_sch5,co_sch6,co_sch7,co_sch_all,cwsn_toilet_1,cwsn_toilet_2,cwsn_toilet_3,cwsn_toilet_4,cwsn_toilet_5,cwsn_toilet_6,cwsn_toilet_7,cwsn_toilet_all,water_1,water_2,water_3,water_4,water_5,water_6,water_7,water_all,electric_1,electric_2,electric_3,electric_4,electric_5,electric_6,electric_7,electric_all,rampneed_1,rampneed_2,rampneed_3,rampneed_4,rampneed_5,rampneed_6,rampneed_7,rampneed_all,ramps_1,ramps_2,ramps_3,ramps_4,ramps_5,ramps_6,ramps_7,ramps_all,library_1,library_2,library_3,library_4,library_5,library_6,library_7,library_all,librarian_1,librarian_2,librarian_3,librarian_4,librarian_5,librarian_6,librarian_7,librarian_all,bndrywall_1,bndrywall_2,bndrywall_3,bndrywall_4,bndrywall_5,bndrywall_6,bndrywall_7,bndrywall_all,cwsn_sch_1,cwsn_sch_2,cwsn_sch_3,cwsn_sch_4,cwsn_sch_5,cwsn_sch_6,cwsn_sch_7,cwsn_sch_all,lab_asst_1,lab_asst_2,lab_asst_3,lab_asst_4,lab_asst_5,lab_asst_6,lab_asst_7,lab_asst_all,hmroom_1,hmroom_2,hmroom_3,hmroom_4,hmroom_5,hmroom_6,hmroom_7,hmroom_all,hostel_boys_1,hostel_boys_2,hostel_boys_3,hostel_boys_4,hostel_boys_5,hostel_boys_6,hostel_boys_7,hostel_boys_all,hostel_girls_1,hostel_girls_2,hostel_girls_3,hostel_girls_4,hostel_girls_5,hostel_girls_6,hostel_girls_7,hostel_girls_all,statname,ac_year,internet_1,internet_2,internet_3,internet_4,internet_5,internet_6,internet_7,internet_all,ict_lab_1,ict_lab_2,ict_lab_3,ict_lab_4,ict_lab_5,ict_lab_6,ict_lab_7,ict_lab_all,pground_1,pground_2,pground_3,pground_4,pground_5,pground_6,pground_7,pground_all,medchk_1,medchk_2,medchk_3,medchk_4,medchk_5,medchk_6,medchk_7,medchk_all,smdc_1,smdc_2,smdc_3,smdc_4,smdc_5,smdc_6,smdc_7,smdc_all,sch_bld_com_1,sch_bld_com_2,sch_bld_com_3,sch_bld_com_4,sch_bld_com_5,sch_bld_com_6,sch_bld_com_7,sch_bld_com_all,pta_1,pta_2,pta_3,pta_4,pta_5,pta_6,pta_7,pta_all,sch_2006_1,sch_2006_2,sch_2006_3,sch_2006_4,sch_2006_5,sch_2006_6,sch_2006_7,sch_2006_all,cls_1,cls_2,cls_3,cls_4,cls_5,cls_6,cls_7,cls_all,tchf_1,tchf_2,tchf_3,tchf_4,tchf_5,tchf_6,tchf_7,tchf_all,enrg_1,enrg_2,enrg_3,enrg_4,enrg_5,enrg_6,enrg_7,enrg_all,statname,ac_year,enrc8_b,enrc8_g,enrc9_b,enrc9_g,enrc10_b,enrc10_g,enrc11_b,enrc11_g,enrc12_b,enrc12_g,repc8_b,repc8_g,repc9_b,repc9_g,repc10_b,repc10_g,repc11_b,repc11_g,repc12_b,repc12_g,cwsnc8_b,cwsnc8_g,cwsnc9_b,cwsnc9_g,cwsnc10_b,cwsnc10_g,cwsnc11_b,cwsnc11_g,cwsnc12_b,cwsnc12_g,schlabphy,schlabchem,schlabbio,schlabcomputer,schlabmath,schlablang,schlabgeo,schlabpsyc,schlabhsci,scsec,scsec_g,schsec,schsec_g,stsec,stsec_g,sthsec,sthsec_g,obcsec,obcsec_g,obchsec,obchsec_g,muslim_sec,muslim_sec_g,muslim_hsec,muslim_hsec_g,clgood_sec,clmajor_sec,clminor_sec,clgood_hsec,clmajor_hsec,clminor_hsec,boys_b13_c8,girls_b13_c8,boys_b13_c9,girls_b13_c9,boys_b13_c10,girls_b13_c10,boys_13_c8,girls_13_c8,boys_13_c9,girls_13_c9,boys_13_c10,girls_13_c10,boys_14_c8,girls_14_c8,boys_14_c9,girls_14_c9,boys_14_c10,girls_14_c10,boys_15_c8,girls_15_c8,boys_15_c9,girls_15_c9,boys_15_c10,girls_15_c10,boys_a15_c8,girls_a15_c8,boys_a15_c9,girls_a15_c9,boys_a15_c10,girls_a15_c10,boys_b15_c11,girls_b15_c11,boys_b15_c12,girls_b15_c12,boys_15_c11,girls_15_c11,boys_15_c12,girls_15_c12,boys_16_c11,girls_16_c11,boys_16_c12,girls_16_c12,boys_17_c11,girls_17_c11,boys_17_c12,girls_17_c12,boys_a17_c11,girls_a17_c11,boys_a17_c12,girls_a17_c12,apr_b_gen_py10,apr_g_gen_py10,apr_b_sc_py10,apr_g_sc_py10,apr_b_st_py10,apr_g_st_py10,apr_b_obc_py10,apr_g_obc_py10,pass_b_gen_py10,pass_g_gen_py10,pass_b_sc_py10,pass_g_sc_py10,pass_b_st_py10,pass_g_st_py10,pass_b_obc_py10,pass_g_obc_py10,arts_c11_b,sci_c11_b,com_c11_b,voc_c11_b,oth_c11_b,arts_c11_g,sci_c11_g,com_c11_g,voc_c11_g,oth_c11_g,arts_c12_b,sci_c12_b,com_c12_b,voc_c12_b,oth_c12_b,arts_c12_g,sci_c12_g,com_c12_g,voc_c12_g,oth_c12_g,apr_arts_gen_b,apr_arts_gen_g,apr_arts_sc_b,apr_arts_sc_g,apr_arts_st_b,apr_arts_st_g,apr_arts_obc_b,apr_arts_obc_g,pass_arts_gen_b,pass_arts_gen_g,pass_arts_sc_b,pass_arts_sc_g,pass_arts_st_b,pass_arts_st_g,pass_arts_obc_b,pass_arts_obc_g,apr_sci_gen_b,apr_sci_gen_g,apr_sci_sc_b,apr_sci_sc_g,apr_sci_st_b,apr_sci_st_g,apr_sci_obc_b,apr_sci_obc_g,pass_sci_gen_b,pass_sci_gen_g,pass_sci_sc_b,pass_sci_sc_g,pass_sci_st_b,pass_sci_st_g,pass_sci_obc_b,pass_sci_obc_g,apr_com_gen_b,apr_com_gen_g,apr_com_sc_b,apr_com_sc_g,apr_com_st_b,apr_com_st_g,apr_com_obc_b,apr_com_obc_g,pass_com_gen_b,pass_com_gen_g,pass_com_sc_b,pass_com_sc_g,pass_com_st_b,pass_com_st_g,pass_com_obc_b,pass_com_obc_g,apr_voc_gen_b,apr_voc_gen_g,apr_voc_sc_b,apr_voc_sc_g,apr_voc_st_b,apr_voc_st_g,apr_voc_obc_b,apr_voc_obc_g,pass_voc_gen_b,pass_voc_gen_g,pass_voc_sc_b,pass_voc_sc_g,pass_voc_st_b,pass_voc_st_g,pass_voc_obc_b,pass_voc_obc_g,apr_oth_gen_b,apr_oth_gen_g,apr_oth_sc_b,apr_oth_sc_g,apr_oth_st_b,apr_oth_st_g,apr_oth_obc_b,apr_oth_obc_g,pass_oth_gen_b,pass_oth_gen_g,pass_oth_sc_b,pass_oth_sc_g,pass_oth_st_b,pass_oth_st_g,pass_oth_obc_b,pass_oth_obc_g,statname,ac_year,tchug_r_m,tchgrad_r_m,tchpg_r_m,tchphd_r_m,tchpd_r_m,tchnr_r_m,tchug_r_f,tchgrad_r_f,tchpg_r_f,tchphd_r_f,tchpd_r_f,tchnr_r_f,tchug_r_nr,tchgrad_r_nr,tchpg_r_nr,tchphd_r_nr,tchpd_r_nr,tchnr_r_nr,tchug_p_m,tchgrad_p_m,tchpg_p_m,tchphd_p_m,tchpd_p_m,tchnr_p_m,tchug_p_f,tchgrad_p_f,tchpg_p_f,tchphd_p_f,tchpd_p_f,tchnr_p_f,tchug_p_nr,tchgrad_p_nr,tchpg_p_nr,tchphd_p_nr,tchpd_p_nr,tchnr_p_nr,tchbtt_m,tchbed_m,tchmed_m,tchoth_m,tchse_m,tchnr_m,tchbtt_f,tchbed_f,tchmed_f,tchoth_f,tchse_f,tchnr_f,tchbtt_nr,tchbed_nr,tchmed_nr,tchoth_nr,tchse_nr,tchnr_nr,enrc7_py,enrc8_py,enrc9_py,enrc10_py,enr11_py,enr12_py
0,2013-14,JAMMU AND KASHMIR,222236,12548.93,20.05,23.71,883,7.4,11.9,68.74,78.26,58.01,Jammu And Kashmir,2013-14,22,201,2525,1435,4066,501,105,2583,399,17,458,3,266,95,1920,364,14,331,1,235,10,663,35,3,127,2,109963,30025,165343,37029,2115,221669,1797,567941,53063,28118,124464,34028,1702,135823,198,377396,56900,1907,40879,3001,413,85846,1599,190545,4301,1515,11532,2668,180,8590,44,28830,2099,1207,7941,2349,138,5376,5,19115,2202,308,3591,319,42,3214,39,9715,0.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,,,,,,,,,496,104,2572,399,17,458,3,4049,485,98,2436,368,14,386,1,3768,460,86,2215,338,14,341,3,3445,10.0,5.0,52.0,39.0,2.0,73.0,0.0,181,6,5,21,25,2,61,2,122,485,95,2510,335,13,324,1,3734,27,3,101,22,1,20,1,175,495,102,2518,391,16,452,2,3976,472,83,1808,226,7,391,2,2989,34,18,247,66,2,102,1,470,25,12,171,37,1,54,1,301,465,91,2022,342,16,400,2,3338,95,18,181,28,0,143,1,466,437,75,1738,246,17,392,3,2908,0.0,0.0,6.0,1.0,0.0,0.0,0.0,7.0,195.0,57.0,341.0,103.0,6.0,331.0,2.0,1035.0,439,63,1812,249,13,369,3,2948,8,12,35,1,0,10,0,66,6,10,12,2,0,5,0,35,Jammu And Kashmir,2013-14,243,21,358,8,0,60,0,690,148,19,319,5,1,37,0,529,452,83,1995,237,11,342,2,3122,308,37,1167,135,5,121,0,1773,254,89,1738,397,17,455,2,2952,149,72,1118,306,12,365,2,2024,160,71,1218,323,13,358,1,2144,15.0,2.0,40.0,3.0,0.0,1.0,1.0,62.0,3467,694,6420,1307,93,4447,36,16527,2411,474,5300,792,58,3037,3,12075,48334,13242,77493,18372,884,100855,88,259268,Jammu And Kashmir,2013-14,111448,99730,105144,89995,78401,67448,67824,54843,57304,46982,2050,1631,3854,2778,3790,3436,1225,933,2938,2541,1267,902,693,505,431,346,208,136,189,126,485,477,455,473,98,53,64,28,27,31155,14557,15388,7148,37810,16431,17438,7142,24521,11261,15012,6357,207198,96581,139487,61840,9830,196,1294,3601,151,477,56647,50133,12058,10440,0,0,38846,34546,38693,32953,0,0,10956,10118,34185,28832,36183,30014,3565,3493,13289,11710,27576,23444,1427,1440,6919,6060,14632,14000,0,0,0,0,24754,20004,0,0,20884,16183,20481,16513,13950,11110,18086,14150,8236,7546,18719,16337,43035,36434,5132,4764,5640,4389,3638,2786,28888,23505,2691,2410,2522,2059,2189,1547,23715,18591,4516,36,16,23370,12462,1811,40,105,18901,16163,3671,10,16,18731,10367,1494,7,103,16238,17104,1155,1398,1669,1347,1831,1734,7432,9183,480,599,665,501,859,800,16204,9648,1084,599,1234,766,1186,682,10924,7539,624,360,731,456,682,495,4118,1872,138,72,128,50,119,68,2816,1505,73,50,72,50,71,51,28,17,0,9,2,0,0,0,3,15,0,0,1,0,0,0,8,86,0,4,0,1,0,0,8,75,0,1,0,0,0,0,Jammu And Kashmir,2013-14,830,5111,10272,462,15,0,658,4392,6657,324,5,0,0,0,0,0,0,0,4.0,22.0,37.0,2.0,0.0,0.0,3.0,16.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,11530,1226,121,48,3687,172,7747,1337,76,34,2709,0,0,0,0,0,0,212470,219624,194710,135502,113012,97750
1,2013-14,HIMACHAL PRADESH,55673,6856.51,8.69,12.81,974,25.2,5.7,83.78,90.83,76.6,Himachal Pradesh,2013-14,12,124,2558,1527,3401,580,1383,583,840,1,5,9,426,1299,483,820,1,3,6,154,84,100,20,0,2,3,78688,348622,19863,51514,19,1131,1548,501385,44939,307657,15604,50377,19,456,845,419897,33749,40965,4259,1137,0,675,703,81488,4307,16852,1787,2580,9,63,88,25727,2672,15106,1404,2507,9,25,62,21825,1635,1746,383,73,0,38,26,3902,0.0,5.0,6.0,43.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,580,1383,583,840,1,5,9,3401,577,1343,581,832,1,5,9,3348,576,1328,582,804,1,5,8,3304,3.0,31.0,0.0,19.0,0.0,0.0,1.0,54,3,33,1,0,0,0,0,37,574,1319,582,821,1,5,8,3310,102,247,80,123,0,3,1,556,580,1381,583,835,1,5,9,3394,579,1377,581,824,1,5,9,3376,65,787,66,472,0,2,4,1396,54,730,45,425,0,1,4,1259,574,1378,567,833,1,5,8,3366,332,265,197,40,0,2,4,840,475,996,431,539,1,5,8,2455,5.0,2.0,1.0,1.0,0.0,0.0,1.0,10.0,318.0,778.0,220.0,224.0,0.0,4.0,5.0,1549.0,573,1115,570,533,1,5,8,2805,28,37,8,26,0,0,1,100,16,15,6,2,0,1,2,42,Himachal Pradesh,2013-14,427,756,302,128,1,2,3,1619,213,672,148,44,0,2,2,1081,563,1321,572,759,1,3,7,3226,512,1335,514,803,1,4,5,3174,74,448,53,263,0,0,3,841,52,729,41,279,0,1,2,1104,121,224,140,97,1,1,4,588,50.0,46.0,84.0,62.0,0.0,0.0,3.0,245.0,3623,9132,1397,1633,2,38,58,15924,2719,6124,1153,910,8,32,43,11016,31636,169569,7915,25449,7,415,628,235619,Himachal Pradesh,2013-14,66555,58287,73096,62566,80273,69918,56142,50529,56255,52606,553,470,6711,4531,12933,10709,3204,2124,2876,2290,926,714,812,511,527,452,157,163,153,162,584,579,555,916,202,87,91,15,40,77708,37012,48809,23760,17096,8111,12895,6248,44714,20471,35118,16752,4273,1796,1806,844,7203,211,830,6502,290,815,31042,27747,6247,5653,0,0,24799,21901,26394,23630,0,0,8022,6614,24217,20688,27476,24652,1912,1509,10663,8420,26750,24012,781,515,5575,4175,26047,21254,0,0,0,0,18000,16735,0,0,19246,17895,16047,15336,11550,10039,18724,17856,7346,5860,21484,19414,37711,32820,19156,18098,4150,3759,12106,11262,27326,24144,11158,10870,2658,2563,7359,7022,26873,18359,10562,314,41,29495,13835,6913,225,17,26422,18796,10592,464,26,30904,14390,7186,128,15,11052,13697,5723,7001,1298,1518,3688,5186,7758,10196,4184,5339,977,1206,2565,3768,11662,9205,2937,2379,830,642,2587,1957,9267,7556,2255,1963,615,527,2020,1614,5976,4004,2208,1439,459,317,1943,1171,4424,3199,1605,1136,373,326,1398,950,406,97,127,44,38,8,105,7,287,75,104,40,28,8,73,8,9,0,11,0,0,0,3,0,9,0,11,0,0,0,3,0,Himachal Pradesh,2013-14,1435,2580,9068,992,5,0,904,2244,6806,609,4,0,0,0,0,0,0,0,87.0,172.0,349.0,23.0,0.0,0.0,34.0,135.0,262.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674,10027,865,1804,415,926,468,8148,568,1026,263,543,0,0,0,0,0,0,124785,127230,140121,146665,119828,103884
2,2013-14,PUNJAB,50362,27704.24,29.82,13.73,893,31.9,0.0,76.68,81.48,71.34,Punjab,2013-14,22,142,5084,1603,8895,2395,1710,2788,1877,1,51,73,1276,1377,1397,1736,1,27,27,1119,333,1391,141,0,24,46,544609,650286,133413,187504,66,16204,21545,1553627,220753,434230,59761,169022,66,9027,5579,898438,323856,216056,73652,18482,0,7177,15966,655189,23518,23979,9507,10457,2,614,866,69123,10855,17213,4627,9379,2,348,304,42811,12663,6766,4880,1078,0,266,562,26308,1.0,8.0,38.0,58.0,0.0,0.0,0.0,105.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,2393,1710,2788,1877,1,51,72,8892,2384,1547,2771,1834,1,50,72,8659,2359,1497,2756,1760,0,19,48,8439,19.0,199.0,4.0,86.0,1.0,26.0,22.0,357,5,158,1,31,0,0,0,195,2369,1353,2783,1760,0,25,51,8341,401,816,404,869,0,10,24,2524,2392,1710,2787,1876,1,51,72,8889,2392,1710,2783,1877,1,51,72,8886,228,307,235,321,0,16,19,1126,172,272,154,288,0,10,12,908,2310,1710,2539,1872,0,50,67,8548,487,284,351,37,0,26,41,1226,2366,1660,2744,1801,1,51,71,8694,9.0,3.0,14.0,3.0,0.0,2.0,0.0,31.0,691.0,868.0,220.0,318.0,0.0,16.0,39.0,2152.0,2325,1538,2662,1613,1,50,72,8261,40,19,13,5,0,1,6,84,35,27,10,8,0,4,15,99,Punjab,2013-14,1783,1624,1412,1691,1,29,37,6577,774,1676,486,1809,0,8,25,4778,2289,1706,2442,1873,1,49,69,8429,1735,1629,1721,1781,1,27,38,6932,412,1684,279,1859,1,6,8,4249,255,1666,141,1860,1,6,2,3931,363,1668,241,1860,1,7,6,4146,244.0,29.0,333.0,45.0,0.0,13.0,20.0,684.0,16350,13190,6373,5177,4,513,677,42504,18161,13519,7674,5830,2,522,675,46533,224025,299406,55833,84416,66,12563,9896,686205,Punjab,2013-14,262810,207087,260766,198659,225727,178694,203357,160238,177572,148614,972,754,5740,3330,5484,2847,1887,1492,2173,1746,5165,5364,2075,2400,1622,2239,826,1243,810,1191,1262,1287,1151,1783,887,313,196,58,203,305406,140366,204061,97323,260,87,285,56,128552,57938,104876,49115,11401,5344,7339,3476,24526,922,567,15457,400,332,59540,52627,16192,15644,0,0,102018,82806,61301,53202,0,0,64098,46076,89828,68691,47894,41995,24740,17110,56175,37870,84433,69594,12421,8468,37271,23251,93400,67105,0,0,0,0,38214,35915,0,0,73231,60265,33189,26474,53268,38368,56400,48489,38644,25690,87983,73651,127177,90884,73471,65994,490,331,33163,28312,113490,85221,55952,55161,389,293,27553,25131,115471,31743,20597,10353,412,94690,25429,15739,4623,1868,98058,29093,15625,8646,254,87403,23750,13369,4184,1916,52105,42549,28310,29499,73,255,15266,15592,44990,39226,24357,27058,190,297,13615,14733,26089,20954,3913,3250,23,40,3398,2848,20947,17871,3201,2920,37,61,2943,2682,13723,11520,1755,1814,23,26,1460,1762,11197,10043,1670,1754,66,64,1313,1649,3730,1110,3472,1584,1,0,1813,811,3470,1012,3184,1424,51,17,1721,718,231,224,22,246,0,135,6,487,183,202,19,273,0,0,5,148,Punjab,2013-14,1390,6114,13732,939,11,2,2612,13245,27795,1615,9,1,0,0,0,0,0,29,26.0,141.0,195.0,11.0,0.0,0.0,75.0,441.0,712.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,15242,1997,2388,1276,1209,1033,33319,3283,3734,1481,3683,0,0,0,0,0,29,468994,490108,423062,434700,355040,296196
3,2013-14,CHANDIGARH,114,1054.69,76.66,17.1,818,18.9,0.0,86.43,90.54,81.38,Chandigarh,2013-14,1,20,73,20,155,80,5,70,0,0,0,0,9,0,6,0,0,0,0,71,5,64,0,0,0,0,58059,3924,13577,0,0,0,0,75560,4476,0,1381,0,0,0,0,5857,53583,3924,12196,0,0,0,0,69703,2372,179,820,0,0,0,0,3371,179,0,74,0,0,0,0,253,2193,179,746,0,0,0,0,3118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,80,5,70,0,0,0,0,155,79,5,70,0,0,0,0,154,77,5,70,0,0,0,0,152,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,0,0,1,76,5,70,0,0,0,0,151,27,0,25,0,0,0,0,52,80,5,70,0,0,0,0,155,80,5,70,0,0,0,0,155,32,2,20,0,0,0,0,54,31,2,19,0,0,0,0,52,80,5,69,0,0,0,0,154,49,4,17,0,0,0,0,70,80,5,70,0,0,0,0,155,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,5.0,17.0,0.0,0.0,0.0,0.0,77.0,80,5,69,0,0,0,0,154,6,1,0,0,0,0,0,7,8,1,0,0,0,0,0,9,Chandigarh,2013-14,80,5,64,0,0,0,0,149,43,3,18,0,0,0,0,64,78,5,66,0,0,0,0,149,79,5,67,0,0,0,0,151,42,2,40,0,0,0,0,84,17,1,10,0,0,0,0,28,21,3,18,0,0,0,0,42,2.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,1255,82,310,0,0,0,0,1647,1872,140,649,0,0,0,0,2661,25163,1648,5898,0,0,0,0,32709,Chandigarh,2013-14,11650,8848,11410,8826,9954,7737,11952,8420,9535,7726,10,4,131,25,14,1,269,126,96,34,339,204,95,86,53,63,65,181,50,162,60,60,57,72,53,25,24,11,35,5383,2505,4976,2244,82,33,171,97,951,491,588,259,1646,792,975,479,821,3,32,740,5,46,3047,2504,85,74,0,0,4991,3956,3085,2550,0,0,2261,1505,4758,3769,2758,2306,907,579,2088,1567,4180,3420,444,304,1394,866,3016,2011,0,0,0,0,2843,2050,0,0,4743,3785,2813,2275,2868,1706,4020,3305,1498,879,2702,2146,8090,6055,1278,1207,22,27,201,151,8047,6026,1260,1190,22,27,199,150,4841,3792,2305,962,0,3657,2211,1791,785,0,3215,3554,2042,718,0,3127,2169,1767,667,0,1927,1952,327,351,7,21,16,15,1464,1668,254,278,8,20,12,12,3141,1886,258,154,14,24,36,29,2681,1703,229,140,19,23,35,29,1850,1688,129,136,3,6,9,17,1371,1365,109,112,3,3,9,19,591,585,135,140,0,0,5,3,575,529,144,127,4,0,5,3,26,0,10,0,0,0,0,0,22,0,9,0,0,0,0,0,Chandigarh,2013-14,23,115,482,76,1,2,35,325,2010,251,5,1,0,0,0,0,0,0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,465,122,68,29,11,28,1942,471,124,68,28,0,0,0,0,0,0,20614,20193,18479,17294,20296,15750
4,2013-14,UTTARAKHAND,53483,10116.75,21.54,19.17,963,18.8,2.9,79.63,88.33,70.7,Uttarakhand,2013-14,13,95,2580,962,3260,431,1461,141,1003,139,79,6,230,1265,89,962,118,57,3,201,195,52,41,21,22,3,148133,430555,11322,69289,10657,22487,926,693618,70923,345085,7590,65240,8517,16096,598,514053,77210,85122,3732,4049,2140,6391,328,179217,2570,18386,395,5374,677,599,46,28309,1340,15901,254,5185,601,460,25,23950,1230,2472,141,189,76,139,21,4346,0.0,2.0,1.0,17.0,5.0,0.0,0.0,25.0,5.0,3.0,2.0,4.0,5.0,1.0,0.0,20.0,431,1461,141,1003,122,79,6,3243,426,1309,137,969,116,76,5,3038,404,1309,133,907,108,68,3,2932,20.0,128.0,5.0,66.0,14.0,9.0,3.0,245,4,122,4,11,1,2,1,145,407,1211,132,926,124,68,2,2870,73,97,18,19,6,11,0,224,431,1404,141,937,113,73,6,3105,423,1405,136,850,86,66,6,2972,66,182,14,145,22,20,6,455,47,143,8,100,11,10,3,322,411,1236,128,789,87,63,1,2715,193,53,35,25,14,12,1,333,425,904,138,713,77,60,4,2321,7.0,8.0,2.0,4.0,7.0,1.0,0.0,29.0,,,,,,,,,412,998,129,573,50,56,3,2221,31,35,4,13,3,5,0,91,22,18,4,5,4,3,0,56,Uttarakhand,2013-14,305,548,64,163,7,12,1,1100,186,157,41,29,7,8,1,429,388,872,119,454,43,37,1,1914,298,791,72,609,30,22,1,1823,56,1192,11,893,110,41,2,2305,50,1189,17,845,101,41,4,2247,83,1267,19,880,105,44,4,2402,16.0,14.0,19.0,78.0,68.0,5.0,4.0,204.0,3922,8919,435,1931,330,506,28,16238,1559,4121,223,1586,208,163,28,8075,69587,205300,5050,36915,5565,10464,463,333474,Uttarakhand,2013-14,102562,95925,101877,93137,102513,93406,78721,73149,77033,73782,424,466,4804,2507,8696,6369,1726,1025,3433,2834,634,555,365,273,362,288,167,133,175,161,610,598,558,761,231,114,176,46,128,91478,44000,57603,27874,13368,6757,10474,5378,72187,34829,49903,24684,27039,13792,15178,7614,7332,602,1223,5483,517,866,42712,35970,9079,8479,0,0,33658,32517,34257,28643,0,0,16132,16073,29380,26970,35802,28680,7552,7536,16270,14826,31049,28948,2503,3832,12903,14229,35674,35787,0,0,0,0,28449,22464,0,0,22672,22577,24225,19886,13054,13108,21011,21445,14554,15025,31822,32471,54037,48736,20176,18825,3585,3626,14745,13446,42859,40808,13049,13609,2654,2672,10154,10600,25075,27177,5413,120,421,38245,14625,2806,34,142,27975,26631,4145,80,262,39625,14551,2442,16,123,14437,24465,6000,8368,1180,1748,3185,6060,11527,20903,4774,6850,920,1529,2351,4931,22797,11636,4596,1740,1185,547,3987,1868,18600,10148,3593,1510,954,530,3043,1667,5021,2959,705,288,137,103,779,343,3645,2302,520,221,131,67,614,277,75,59,26,12,8,0,31,0,53,6,10,0,3,0,6,0,301,23,61,2,11,0,60,16,263,21,41,1,8,0,43,1,Uttarakhand,2013-14,587,1808,17198,398,25,18,239,928,6583,202,15,24,0,0,0,0,0,2,78.0,23.0,96.0,1.0,0.0,0.0,20.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860,16548,646,919,236,1023,350,6467,318,277,85,578,0,0,0,0,0,2,194437,195553,193798,196320,149683,141656
