,statecd,statename,distcd,distname,blocks,clusters,villages,totschools,totpopulation,p_06_pop,p_urb_pop,sexratio,sexratio_06,growthrate,p_sc_pop,p_st_pop,overall_lit,female_lit,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,schgovt1,schgovt2,schgovt3,schgovt4,schgovt5,schgovt6,schgovt7,schgovt9,schpvt1,schpvt2,schpvt3,schpvt4,schpvt5,schpvt6,schpvt7,schpvt9,Sch R Govt1,Sch R Govt2,Sch R Govt3,Sch R Govt4,Sch R Govt5,Sch R Govt6,Sch R Govt7,Sch R Govt9,Sch R Pvt1,Sch R Pvt2,Sch R Pvt3,Sch R Pvt4,Sch R Pvt5,Sch R Pvt6,Sch R Pvt7,Sch R Pvt9,Cls1 School1,Cls1 School2,Cls1 School3,Cls1 School4,Cls1 School5,Cls1 School6,Cls1 School7,Cls1 School,Tch1 School1,Tch1 School2,Tch1 School3,Tch1 School4,Tch1 School5,Tch1 School6,Tch1 School7,Tch1 School,Pp Sch1,Pp Sch2,Pp Sch3,Pp Sch6,Gtoilet Sch1,Gtoilet Sch2,Gtoilet Sch3,Gtoilet Sch4,Gtoilet Sch5,Gtoilet Sch6,Gtoilet Sch7,Gtoilet Sch,Water Sch1,Water Sch2,Water Sch3,Water Sch4,Water Sch5,Water Sch6,Water Sch7,Water Sch,Enr Stch Sch1,Enr Stch Sch2,Enr Stch Sch3,Enr Stch Sch4,Enr Stch Sch5,Enr Stch Sch6,Enr Stch Sch7,Enr Stch Sch,No Fem Sch1,No Fem Sch2,No Fem Sch3,No Fem Sch4,No Fem Sch5,No Fem Sch6,No Fem Sch7,No Fem Sch,Sch 50enr1,Sch 50enr2,Sch 50enr3,Sch 50enr4,Sch 50enr5,Sch 50enr6,Sch 50enr7,Sch 50enr,Sch Since 2003 1,Sch Since 2003 2,Sch Since 2003 3,Sch Since 2003 4,Sch Since 2003 5,Sch Since 2003 6,Sch Since 2003 7,Kitshed1,Kitshed2,Kitshed3,Kitshed4,Kitshed5,Kitshed6,Kitshed7,Tot Cls1,Tot Cls2,Tot Cls3,Tot Cls4,Tot Cls5,Tot Cls6,Tot Cls7,Tot Cls,Cls Good1,Cls Good2,Cls Good3,Cls Good4,Cls Good5,Cls Good6,Cls Good7,Cls Good,Cls Major1,Cls Major2,Cls Major3,Cls Major4,Cls Major5,Cls Major6,Cls Major7,Cls Major,Cls Minor1,Cls Minor2,Cls Minor3,Cls Minor4,Cls Minor5,Cls Minor6,Cls Minor7,Cls Minor,Cls Other1,Cls Other2,Cls Other3,Cls Other4,Cls Other5,Cls Other6,Cls Other7,Cls Other,Sdg 1,Sdg 2,Sdg 3,Sdg 4,Sdg 5,Sdg 6,Sdg 7,Tlm 1,Tlm 2,Tlm 3,Tlm 4,Tlm 5,Tlm 6,Tlm 7,Book P B,Book P G,Book Up B,Book Up G,Uniform P B,Uniform P G,Uniform Up B,Uniform Up G,Sch Un1,Sch Un2,Sch Un3,Sch Un4,Sch Un5,Sch Un6,Sch Un7,Sch Un9,Btoilet Sch1,Btoilet Sch2,Btoilet Sch3,Btoilet Sch4,Btoilet Sch5,Btoilet Sch6,Btoilet Sch7,Electric Sch1,Electric Sch2,Electric Sch3,Electric Sch4,Electric Sch5,Electric Sch6,Electric Sch7,Computer Sch1,Computer Sch2,Computer Sch3,Computer Sch4,Computer Sch5,Computer Sch6,Computer Sch7,Mdm 1,Mdm 2,Mdm 3,Mdm 4,Mdm 5,Mdm 6,Mdm 7,Smc 1,Smc 2,Smc 3,Smc 4,Smc 5,Smc 6,Smc 7,App By Road 1,App By Road 2,App By Road 3,App By Road 4,App By Road 5,App By Road 6,App By Road 7,Scr 30 P,Scr 35 Up,Ptr 30 P,Ptr 35 Up,Avg Instn Days P,Avg Instn Days Up,Statecd,State Name,distcd,distname,Enr Govt1,Enr Govt2,Enr Govt3,Enr Govt4,Enr Govt5,Enr Govt6,Enr Govt7,Enr Govt9,Enr Pvt1,Enr Pvt2,Enr Pvt3,Enr Pvt4,Enr Pvt5,Enr Pvt6,Enr Pvt7,Enr Pvt9,Enr R Govt1,Enr R Govt2,Enr R Govt3,Enr R Govt4,Enr R Govt5,Enr R Govt6,Enr R Govt7,Enr R Govt9,Enr R Pvt1,Enr R Pvt2,Enr R Pvt3,Enr R Pvt4,Enr R Pvt5,Enr R Pvt6,Enr R Pvt7,Enr R Pvt9,Enr Py4 C1,Enr Py4 C2,Enr Py4 C3,Enr Py4 C4,Enr Py4 C5,Enr Py4 C6,Enr Py4 C7,Enr Py4 C8,Enr Py3 C1,Enr Py3 C2,Enr Py3 C3,Enr Py3 C4,Enr Py3 C5,Enr Py3 C6,Enr Py3 C7,Enr Py3 C8,Enr Py2 C1,Enr Py2 C2,Enr Py2 C3,Enr Py2 C4,Enr Py2 C5,Enr Py2 C6,Enr Py2 C7,Enr Py2 C8,Enr Py1 C1,Enr Py1 C2,Enr Py1 C3,Enr Py1 C4,Enr Py1 C5,Enr Py1 C6,Enr Py1 C7,Enr Py1 C8,Enr Cy C1,Enr Cy C2,Enr Cy C3,Enr Cy C4,Enr Cy C5,Enr Cy C6,Enr Cy C7,Enr Cy C8,Sc Enrp Cy,Sc Enrup Cy,Scg Enrp Cy,Scg Enrup Cy,St Enrp Cy,Stg Enrp Cy,St Enrup Cy,Stg Enrup Cy,Gerp Py2,Gerp Py1,Gerp Cy,Gerup Py2,Gerup Py1,Gerup Cy,Nerp Py2,Nerp Py1,Nerp Cy,Nerup Py2,Nerup Py1,Nerup Cy,Pc Girls1,Pc Girls2,Pc Girls3,Pc Girls4,Pc Girls5,Pc Girls,Enr G C1,Enr G C2,Enr G C3,Enr G C4,Enr G C5,Enr G C6,Enr G C7,Enr G C8,Enr Dis B C1,Enr Dis B C2,Enr Dis B C3,Enr Dis B C4,Enr Dis B C5,Enr Dis B C6,Enr Dis B C7,Enr Dis B C8,Enr Dis G C1,Enr Dis G C2,Enr Dis G C3,Enr Dis G C4,Enr Dis G C5,Enr Dis G C6,Enr Dis G C7,Enr Dis G C8,Grossness P,Grossness Up,Enr Med1 1,Enr Med1 2,Enr Med1 3,Enr Med1 4,Enr Med1 5,Enr Med1 6,Enr Med1 7,Enr Med2 1,Enr Med2 2,Enr Med2 3,Enr Med2 4,Enr Med2 5,Enr Med2 6,Enr Med2 7,Enr Med3 1,Enr Med3 2,Enr Med3 3,Enr Med3 4,Enr Med3 5,Enr Med3 6,Enr Med3 7,Rep C1,Rep C2,Rep C3,Rep C4,Rep C5,Rep C6,Rep C7,Rep C8,Muslim P,Muslim Up,Muslim G P,Muslim G Up,Obc P,Obc Up,Obc G P,Obc G Up,statecd,statename,distcd,distname,ac_year,tch_govt1,tch_govt2,tch_govt3,tch_govt4,tch_govt5,tch_govt6,tch_govt7,tch_govt9,tch_pvt1,tch_pvt2,tch_pvt3,tch_pvt4,tch_pvt5,tch_pvt6,tch_pvt7,tch_pvt9,tch_un1,tch_un2,tch_un3,tch_un4,tch_un5,tch_un6,tch_un7,tch_un9,tch_bs1,tch_bs2,tch_bs3,tch_bs4,tch_bs5,tch_bs6,tch_bs7,tch_bs_p,tch_s1,tch_s2,tch_s3,tch_s4,tch_s5,tch_s6,tch_s7,tch_s_p,tch_hs1,tch_hs2,tch_hs3,tch_hs4,tch_hs5,tch_hs6,tch_hs7,tch_hs_p,tch_grad1,tch_grad2,tch_grad3,tch_grad4,tch_grad5,tch_grad6,tch_grad7,tch_grad_p,tch_pgrad1,tch_pgrad2,tch_pgrad3,tch_pgrad4,tch_pgrad5,tch_pgrad6,tch_pgrad7,tch_pgrad_p,tch_mph1,tch_mph2,tch_mph3,tch_mph4,tch_mph5,tch_mph6,tch_mph7,tch_mph_p,tch_pd1,tch_pd2,tch_pd3,tch_pd4,tch_pd5,tch_pd6,tch_pd7,tch_pd_p,tch_eduqual_nr1,tch_eduqual_nr2,tch_eduqual_nr3,tch_eduqual_nr4,tch_eduqual_nr5,tch_eduqual_nr6,tch_eduqual_nr7,tch_eduqual_nr_p,tch_m1,tch_m2,tch_m3,tch_m4,tch_m5,tch_m6,tch_m7,tch_f1,tch_f2,tch_f3,tch_f4,tch_f5,tch_f6,tch_f7,tch_nr1,tch_nr2,tch_nr3,tch_nr4,tch_nr5,tch_nr6,tch_nr7,tch_m_p1,tch_m_p2,tch_m_p3,tch_m_p4,tch_m_p5,tch_m_p6,tch_m_p7,tch_f_p1,tch_f_p2,tch_f_p3,tch_f_p4,tch_f_p5,tch_f_p6,tch_f_p7,tch_nr_p1,tch_nr_p2,tch_nr_p3,tch_nr_p4,tch_nr_p5,tch_nr_p6,tch_nr_p7,tch_sc_m1,tch_sc_m2,tch_sc_m3,tch_sc_m4,tch_sc_m5,tch_sc_m6,tch_sc_m7,tch_sc_f1,tch_sc_f2,tch_sc_f3,tch_sc_f4,tch_sc_f5,tch_sc_f6,tch_sc_f7,tch_st_m1,tch_st_m2,tch_st_m3,tch_st_m4,tch_st_m5,tch_st_m6,tch_st_m7,tch_st_f1,tch_st_f2,tch_st_f3,tch_st_f4,tch_st_f5,tch_st_f6,tch_st_f7,trn_tch_m1,trn_tch_m2,trn_tch_m3,trn_tch_m4,trn_tch_m5,trn_tch_m6,trn_tch_m7,trn_tch_f1,trn_tch_f2,trn_tch_f3,trn_tch_f4,trn_tch_f5,trn_tch_f6,trn_tch_f7,prof_trn_tch_r,prof_trn_tch_p,days_nontch,tch_nontch
0,35,ANDAMAN & NICOBAR ISLANDS,3501,ANDAMANS,3,16,83,211,237586,23616.05,55.89,874,980.0,13.97,0.0,1.72,88.49,84.52,35,ANDAMAN & NICOBAR ISLANDS,3501,ANDAMANS,2013-14,62,26,19,0,5,14,0,0,64,8,8,0,0,5,0,0,50,23,10,0,3,9,0,0,37,5,4,0,0,4,0,0,3,1,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,94.44,97.06,100.0,0.0,100.0,100.0,0.0,96.21000000000001,126,34,27,0,5,19,0,211,2,0,0,0,0,0,0,2,8,2,0,0,0,0,0,10,96,5,1,0,2,2,0,106,5,0,0,0,0,1,0,4,7,2,0,0,3,0,551,304,420,0,26,199,0,0,450,212,379,0,25,154,0,0,18,11,10,0,0,19,0,0,83,81,31,0,1,26,0,0,196,149,346,0,41,131,0,0,87.10000000000001,96.15,71.43,0.0,100.0,92.86,0.0,83.87,100.0,76.19,0.0,100.0,85.71000000000001,0.0,5325,5129,4623,4361,4948,4798,3641,3428,0,0,0,0,0,0,0,0,97.62,97.06,100.0,0.0,100.0,100.0,0.0,124,34,27,0,5,19,0,54,31,26,0,5,18,0,56,26,16,0,5,14,0,57,26,19,0,5,14,0,123,32,26,0,5,19,0,30,15,2,0,212,216,35,ANDAMAN & NICOBAR ISLANDS,3501,ANDAMANS,3212,3211,10330,0,918,3690,0,0,2105,2277,4960,0,0,1428,0,0,1783,2925,4058,0,145,1796,0,0,1362,895,2297,0,0,1108,0,0,4260,4178,4171,4351,4307,4441,4337,4270,3843,3915,3897,3976,3988,4180,4025,4053,4005,3952,3999,4025,4081,4287,4239,4202,4061,3914,3936,4047,4073,4084,4261,4214,3977,4016,3858,3925,4056,4009,4075,4215,0,0,0,0,499,243,306,132,0,0,107.75,0,0,99.37,0,0,94.13,0,0,78.27,2544,2603,7469,0,449,15599,1948,1898,1866,1941,1995,1910,2022,2019,29,29,27,20,23,31,19,23,10,22,19,15,18,16,17,14,17324,9687,4229,3023,12117,0,536,2919,0,736,1233,1247,0,129,1413,0,143,887,1335,0,0,413,0,49,9,5,10,5,13,11,11,2481,1448,1252,706,2872,1789,1436,893,35,ANDAMAN & NICOBAR ISLANDS,3501,ANDAMANS,2013-14,323,414,1077,0,127,390,0,0,282,131,316,0,0,103,0,0,0,0,0,0,0,0,0,0,11,8,11,0,0,4,0,5,4,9,22,0,2,16,0,5,250,181,241,0,27,162,0,83,145,204,439,0,44,178,0,82,58,110,541,0,46,112,0,76,2,7,66,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,155,501,0,65,165,0,343,364,819,0,57,312,0,0,0,0,0,0,0,0,12,7,15,0,1,3,0,123,19,58,0,4,13,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,6,3,15,0,0,8,0,13,5,20,0,1,13,0,32,30,41,0,9,23,0,75,79,82,0,8,35,0,2873,232,14,50
1,35,ANDAMAN & NICOBAR ISLANDS,3503,MIDDLE AND NORTH ANDAMANS,3,13,76,186,105539,11651.51,2.6,925,975.0,-0.07,0.0,0.72,84.25,79.39,35,ANDAMAN & NICOBAR ISLANDS,3503,MIDDLE AND NORTH ANDAMANS,2013-14,104,26,9,0,7,20,0,0,13,6,0,0,0,1,0,0,104,26,9,0,7,20,0,0,13,6,0,0,0,1,0,0,15,0,0,0,0,0,0,15,32,0,0,0,0,0,0,32,0,0,0,0,82.91,96.88,100.0,0.0,100.0,100.0,0.0,88.71000000000001,112,31,9,0,7,21,0,180,448,0,0,0,0,0,0,448,25,4,0,0,0,1,0,30,95,2,0,0,0,0,0,97,18,2,1,0,0,1,0,37,17,8,0,3,14,0,411,256,107,0,49,185,0,0,244,178,89,0,25,84,0,0,56,42,14,0,8,36,0,0,111,36,4,0,16,65,0,0,143,75,86,0,50,112,0,0,84.62,92.31,100.0,0.0,85.71000000000001,95.0,0.0,84.62,88.46000000000001,77.78,0.0,85.71000000000001,95.0,0.0,3973,3847,3302,3278,3594,3446,2360,2442,0,0,0,0,0,0,0,0,83.76,96.88,100.0,0.0,100.0,100.0,0.0,76,29,9,0,7,21,0,26,19,6,0,7,21,0,100,26,9,0,6,20,0,99,25,9,0,7,20,0,75,29,9,0,7,20,0,7,3,2,1,211,213,35,ANDAMAN & NICOBAR ISLANDS,3503,MIDDLE AND NORTH ANDAMANS,3837,2885,2350,0,1124,3588,0,0,466,738,0,0,0,214,0,0,3837,2885,2350,0,1124,3588,0,0,466,738,0,0,0,214,0,0,1989,1977,2053,2168,2127,2537,2576,2270,1899,1946,1970,2020,2143,2161,2444,2479,1959,1896,1929,1965,1988,2128,2096,2342,1742,1954,1890,1920,1957,2016,2054,2016,1785,1760,1930,1876,1884,1949,1981,2037,0,0,0,0,93,41,50,17,0,0,104.02,0,0,97.17,0,0,87.33,0,0,74.06,2128,1788,1173,0,538,7494,894,884,947,952,911,943,972,991,7,12,13,10,13,16,10,14,5,7,9,12,11,6,7,8,7753,4548,1599,1712,1030,0,152,1427,0,1599,1142,677,0,494,875,0,1060,721,620,0,284,1392,0,14,17,21,13,10,4,2,4,165,112,94,61,2519,1783,1291,858,35,ANDAMAN & NICOBAR ISLANDS,3503,MIDDLE AND NORTH ANDAMANS,2013-14,299,260,310,0,245,339,0,0,68,57,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,8,5,3,0,1,6,0,0,248,101,58,0,3,105,0,38,57,93,93,0,59,115,0,80,26,30,123,0,134,66,0,97,1,3,10,0,15,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,167,112,150,0,121,139,0,173,120,138,0,92,157,0,0,0,0,0,0,0,0,5,29,1,0,8,17,0,22,56,21,0,24,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,7,0,7,0,0,2,1,3,0,5,3,0,75,45,6,0,21,26,0,51,36,8,0,24,41,0,1355,218,6,78
2,35,ANDAMAN & NICOBAR ISLANDS,3502,NICOBARS,3,8,42,57,36819,4226.82,0.0,778,961.0,-12.48,0.0,64.28,77.5,70.7,35,ANDAMAN & NICOBAR ISLANDS,3502,NICOBARS,2013-14,29,10,3,0,6,8,0,0,1,0,0,0,0,0,0,0,29,10,3,0,6,8,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,0,0,0,0,96.67,100.0,100.0,0.0,100.0,100.0,0.0,98.25,30,10,3,0,6,8,0,57,79,0,0,0,0,0,0,79,5,0,0,0,0,0,0,5,24,4,0,0,0,1,0,29,11,1,0,0,2,0,0,2,0,1,0,0,0,0,105,64,16,0,24,61,0,0,73,38,12,0,16,38,0,0,10,6,0,0,2,12,0,0,22,20,4,0,6,11,0,0,66,32,0,0,66,59,0,0,82.76,90.0,100.0,0.0,83.33,87.5,0.0,82.76,100.0,100.0,0.0,83.33,87.5,0.0,1414,1323,954,843,1373,1284,895,790,0,0,0,0,0,0,0,0,96.67,100.0,100.0,0.0,100.0,100.0,0.0,20,8,3,0,6,8,0,3,6,3,0,6,8,0,27,9,3,0,5,8,0,28,10,3,0,5,8,0,23,9,2,0,5,8,0,3,2,0,0,210,213,35,ANDAMAN & NICOBAR ISLANDS,3502,NICOBARS,1575,743,364,0,627,1061,0,0,0,0,0,0,0,0,0,0,1575,743,364,0,627,1061,0,0,0,0,0,0,0,0,0,0,589,468,550,498,556,611,624,657,506,559,482,561,519,574,590,623,613,467,542,472,530,491,563,561,625,618,488,532,476,509,479,531,691,628,605,489,507,480,506,464,0,0,0,0,2141,1035,1026,504,0,0,104.89,0,0,88.74,0,0,88.94,0,0,63.59,784,340,178,0,308,2135,344,306,288,234,248,244,236,235,5,5,5,4,5,9,3,3,1,0,1,3,4,4,1,3,2476,1039,932,599,364,0,242,478,0,643,144,0,0,385,541,0,0,0,0,0,0,42,0,19,31,18,16,18,22,22,20,79,51,45,25,22,7,12,4,35,ANDAMAN & NICOBAR ISLANDS,3502,NICOBARS,2013-14,101,89,59,0,138,114,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,22,4,7,0,2,8,0,4,64,30,7,0,1,31,0,6,6,35,18,0,36,42,0,27,3,5,15,0,62,10,0,41,0,0,5,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,28,0,60,34,0,61,46,24,0,50,60,0,0,0,0,0,0,0,0,1,8,2,0,13,7,0,9,7,5,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,19,0,20,24,0,46,26,16,0,28,45,0,19,12,5,0,16,11,0,32,21,6,0,18,37,0,412,76,11,33
3,28,ANDHRA PRADESH,2801,ADILABAD,52,352,1554,4899,2737738,295675.7,27.68,1003,942.0,10.04,17.82,18.09,61.55,51.99,28,ANDHRA PRADESH,2801,ADILABAD,2013-14,2990,417,5,2,8,121,428,0,271,295,0,0,0,38,256,0,2864,399,4,2,6,107,381,0,146,196,0,0,0,24,121,0,1004,8,0,1,0,3,23,1039,1342,29,0,0,0,3,0,1374,0,0,0,0,47.4,78.18,100.0,100.0,50.0,78.07000000000001,82.67,57.78,2622,674,5,2,7,158,653,4121,36232,2523,0,0,0,561,0,39316,711,114,1,1,0,54,78,959,2298,81,0,2,0,1,89,2471,298,10,0,1,6,10,161,0,0,0,0,0,0,0,8746,4714,54,4,29,1144,3525,0,6728,3977,26,1,29,987,2968,0,707,277,0,2,0,45,218,0,1314,460,28,1,0,112,344,0,251,188,5,0,42,294,848,0,93.94,95.95,0.0,100.0,0.0,80.99,85.78,62.86,77.62,0.0,50.0,0.0,43.800000000000004,56.43,86897,92623,47704,52927,84550,89457,42384,46046,49,17,0,0,0,1,1,0,27.71,47.43,100.0,50.0,37.5,65.77,43.69,2399,654,5,2,4,157,668,208,256,5,0,1,89,472,0,0,0,0,0,0,0,2959,414,0,2,2,105,400,2913,681,5,2,8,157,667,901,416,966,162,220,221,28,ANDHRA PRADESH,2801,ADILABAD,129192,47480,1564,70,1908,30812,56624,0,55994,43071,0,0,0,11957,31967,0,119793,45191,1246,70,1439,26969,48715,0,26815,27595,0,0,0,7362,13076,0,71136,60038,55569,54474,53642,46190,43520,41255,71023,63152,57598,52787,52828,47326,43455,38956,70540,63903,60337,54386,51894,48036,46298,40154,65876,61660,57168,53878,51002,46915,46803,43639,61129,57500,56599,53938,52049,46483,44824,43462,47689,26442,22916,13166,76161,36874,27801,13412,0,0,112.47,0,0,79.16,0,0,91.91,0,0,62.08,92306,43986,940,46,769,202561,29294,27812,27553,25947,25301,22991,22006,21657,298,282,267,314,259,127,147,117,178,218,197,174,179,105,113,93,229820,105678,133533,58270,303,29,0,28731,57369,41051,25676,1261,0,1908,13183,24598,12457,7354,0,41,0,1090,5803,9,2,0,2,0,0,2,0,33920,14735,17204,7888,116403,61010,55825,29771,28,ANDHRA PRADESH,2801,ADILABAD,2013-14,5144,1764,87,5,75,1198,4461,0,2069,2544,0,0,0,469,2193,0,197,89,0,0,0,5,5,0,14,1,0,0,0,1,0,0,793,152,0,0,0,39,50,64,1804,693,1,0,0,130,253,127,3383,2415,1,1,14,623,2886,560,1153,998,34,4,58,508,3009,418,21,26,1,0,3,8,55,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4238,2343,23,5,50,865,4400,2930,1942,14,0,25,444,1853,2,0,0,0,0,0,0,110,46,15,0,0,198,53,130,66,35,0,0,165,353,0,0,0,0,0,0,0,593,390,12,0,5,88,612,445,307,18,0,6,64,318,1536,322,2,2,4,543,279,335,141,1,0,0,196,200,1425,455,0,0,0,44,408,618,240,1,0,0,10,178,17802,974,6,315
4,28,ANDHRA PRADESH,2822,ANANTAPUR,63,550,918,5065,4083315,427114.75,28.09,977,927.0,12.16,14.29,3.78,64.28,54.31,28,ANDHRA PRADESH,2822,ANANTAPUR,2013-14,2747,598,8,0,27,18,548,0,407,334,1,0,0,8,334,0,2507,553,6,0,23,15,483,0,197,205,1,0,0,4,146,0,612,6,0,0,1,0,46,665,857,17,0,0,0,0,22,896,0,0,0,0,57.44,76.76,100.0,0.0,70.37,100.0,81.88,65.57000000000001,2508,829,9,0,23,28,823,4220,25600,1744,0,0,0,0,1894,29238,635,117,1,0,2,1,52,808,1848,142,0,0,1,2,71,2064,105,14,0,0,25,4,170,0,0,0,0,0,0,0,10382,5851,118,0,156,202,5153,0,7359,4782,109,0,148,182,4332,0,1188,407,0,0,0,1,301,0,1835,662,9,0,8,19,522,0,388,164,19,0,135,42,1324,0,97.8,99.5,12.5,0.0,0.0,33.33,87.59,94.09,96.49000000000001,0.0,0.0,0.0,27.78,81.74,95307,101795,61977,69003,93860,100150,53429,60197,25,8,0,0,0,2,0,0,39.33,50.0,66.67,0.0,69.23,85.0,52.410000000000004,2857,876,9,0,16,28,809,281,277,9,0,3,22,614,0,0,0,0,0,0,0,2742,597,1,0,19,11,539,3070,921,9,0,23,27,858,842,444,979,160,218,225,28,ANDHRA PRADESH,2822,ANANTAPUR,149310,65821,2381,0,6056,4700,90843,0,88163,51067,765,0,0,2150,45587,0,130236,57663,1793,0,5130,3988,72176,0,35308,29994,765,0,0,1089,16494,0,70330,65868,63435,61999,63379,56265,55018,51599,71499,69534,66034,63070,63054,62389,55003,48836,70262,69406,66782,63426,62033,60701,61762,49474,68004,67460,66925,64828,62220,61206,60548,56966,69174,66431,66550,65911,64793,60412,60394,56035,56319,29766,27450,15016,17004,7944,8073,3856,0,0,94.71,0,0,77.42,0,0,78.04,0,0,56.67,115169,56125,1467,0,3076,247147,32597,31892,32041,31830,31227,29508,29747,28305,439,660,593,616,588,399,438,358,325,448,488,478,505,342,421,339,274251,129435,155518,72688,307,0,17,587,74609,76728,42277,2839,0,6039,6672,59776,5736,2020,0,0,0,100,1564,0,0,0,0,0,0,0,0,34813,17050,17231,8794,192575,100859,92870,50090,28,ANDHRA PRADESH,2822,ANANTAPUR,2013-14,6139,2907,101,0,204,210,7080,0,2374,2295,64,0,0,106,2623,0,74,46,0,0,0,42,0,0,9,7,0,0,0,0,0,2,180,101,1,0,1,2,81,38,1134,491,1,0,2,13,206,53,4630,2955,29,0,10,93,3990,380,2524,1607,89,0,184,162,4811,295,32,31,4,0,7,3,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4475,2966,56,0,123,153,5803,4034,2226,68,0,81,120,3384,0,0,0,0,0,0,0,42,32,19,0,0,33,48,36,24,22,0,0,52,468,0,0,0,0,0,0,0,531,326,5,0,15,23,626,514,292,6,0,6,21,501,276,152,3,0,9,8,219,161,67,1,0,6,8,164,1952,809,3,0,0,0,462,1298,487,1,0,0,0,259,23268,739,14,1086
5,28,ANDHRA PRADESH,2823,CHITTOOR,66,558,1386,6304,4170468,423302.5,29.47,1002,931.0,11.33,18.83,3.81,72.36,63.65,28,ANDHRA PRADESH,2823,CHITTOOR,2013-14,3957,482,13,0,17,10,587,0,493,243,4,0,0,9,440,0,3731,438,8,0,17,9,532,0,245,134,3,0,0,3,196,0,1155,5,0,0,0,0,10,1170,1530,17,0,0,0,0,3,1550,0,0,0,0,93.54,96.46000000000001,100.0,0.0,82.35000000000001,100.0,96.52,94.37,4318,723,17,0,13,19,1029,6119,41547,797,0,0,0,0,288,42632,742,67,2,0,1,0,47,859,3220,133,0,0,0,0,143,3496,151,4,1,0,16,5,159,0,0,0,0,0,0,0,13012,4480,204,0,65,268,7151,0,10724,3951,189,0,65,230,6422,0,1006,239,2,0,0,21,275,0,1283,290,13,0,0,17,459,0,620,211,61,0,82,44,1482,0,97.67,96.93,30.77,0.0,0.0,60.0,92.14,93.96000000000001,91.60000000000001,15.38,0.0,0.0,10.0,85.92,90890,96415,62513,66109,89226,94945,53395,57732,25,11,0,0,0,0,13,0,45.27,66.17,85.71000000000001,0.0,70.59,78.57000000000001,62.06,4260,709,17,0,12,18,1003,435,312,16,0,3,16,753,0,0,0,0,0,0,0,3950,481,10,0,2,9,576,4245,712,17,0,14,19,1000,700,288,938,109,221,221,28,ANDHRA PRADESH,2823,CHITTOOR,160467,40315,4348,0,3982,2346,92519,0,93853,32911,1127,0,0,4766,52763,0,142687,33802,2211,0,3982,2017,76805,0,41538,16179,1021,0,0,782,20640,0,64898,63466,62029,62056,64965,59984,59568,56046,67675,65381,63670,62094,63082,64058,59179,55914,65065,65984,64217,62538,61943,60864,63478,56047,65418,62640,64802,63099,62311,59948,60100,60038,63786,63272,62225,64373,63086,59948,58961,57532,66313,37057,32484,18147,19146,9165,8323,3934,0,0,93.46,0,0,79.8,0,0,75.36,0,0,57.41,123561,35564,3763,0,2008,238216,30600,30335,29860,31206,30499,29104,28591,28021,527,628,708,728,824,433,414,357,391,516,522,534,599,340,369,326,255411,126933,153709,39232,266,0,231,184,64926,93514,31442,5209,0,3751,6928,77471,6686,2997,0,0,0,0,2247,87,53,62,52,70,272,219,251,35635,18029,17469,8990,149631,83558,72463,40963,28,ANDHRA PRADESH,2823,CHITTOOR,2013-14,7234,2450,193,0,157,103,7506,0,3253,1840,137,0,0,182,3735,0,128,67,0,0,0,0,74,0,2,19,0,0,0,0,2,0,382,116,4,0,0,7,196,1,1783,554,9,0,2,32,415,17,5938,2432,71,0,5,85,5408,122,2419,1179,190,0,137,126,4926,84,75,38,16,0,13,7,244,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050,2073,146,0,83,100,6758,5549,2265,144,0,74,157,4433,0,0,0,0,0,0,0,7,6,10,0,0,0,10,9,13,30,0,0,28,114,0,0,0,0,0,0,0,917,289,22,0,17,4,822,594,242,13,0,11,4,484,227,82,5,0,13,3,191,184,63,3,0,2,2,162,3226,1051,0,0,0,0,1553,2472,831,2,0,1,2,1050,26453,226,6,213
